time,junctionId,approachId,travelTimeSec,freeFlowTravelTimeSec,delaySec,usualDelaySec,stops,queueLengthMeters,volumePerHour,isClosed,stopsHistogram
2025-04-17T03:32:00.757Z,6800743b11220d5a035da621,-1042895084,20,18,2,0,0.0,0.0,397,false,"0,16"
2025-04-17T03:32:00.757Z,6800743b11220d5a035da621,1877147528,37,43,0,0,0.0,0.0,0,false,
2025-04-17T03:32:00.757Z,6800743b11220d5a035da621,60241608,31,27,4,6,0.0,0.0,0,false,
2025-04-17T03:32:00.757Z,6800743b11220d5a035da621,-255119202,33,32,1,2,0.0,0.0,75,false,"0,3"
2025-04-17T03:32:00.757Z,6800743b11220d5a035da621,-1071645679,33,34,0,1,0.0,0.0,0,false,
2025-04-17T03:32:00.757Z,6800743b11220d5a035da621,1537688405,56,58,0,0,0.0,0.0,0,false,
2025-04-17T03:32:00.757Z,6800743b11220d5a035da621,880992861,36,36,0,9,0.0,0.0,0,false,
2025-04-17T03:32:00.757Z,6800743b11220d5a035da621,145270064,19,15,4,4,0.0,91.5,1137,false,"0,44"
2025-04-17T03:32:00.757Z,6800743b11220d5a035da621,-1597492084,41,41,0,28,0.0,0.0,0,false,
2025-04-17T03:32:00.757Z,6800743b11220d5a035da621,1274388454,84,91,0,0,0.0,0.0,0,false,
2025-04-17T03:32:00.757Z,6800743b11220d5a035da621,-1730567285,72,80,0,0,0.0,0.0,0,false,
2025-04-17T03:32:00.757Z,6800743b11220d5a035da621,-1187825648,17,17,0,0,0.0,44.8,38,false,"0,1"
2025-04-17T03:32:00.757Z,6800743b11220d5a035da621,-121630253,15,12,3,4,0.02,158.43,2361,false,"0,91;1,2"
2025-04-17T03:32:00.757Z,6800743b11220d5a035da621,-907774907,48,40,8,5,1.33,120.3,289,false,"0,2;1,8;3,2;2,3"
2025-04-17T03:32:00.757Z,6800743b11220d5a035da621,1538642990,31,30,1,0,0.5,109.89,70,false,"0,1;1,1"
2025-04-17T03:32:00.757Z,6800743b11220d5a035da621,-1602284578,26,24,2,1,0.2,0.0,150,false,"0,4;1,1"
2025-04-17T03:32:00.757Z,6800743b11220d5a035da621,351295367,33,32,1,0,0.0,166.09,146,false,
2025-04-17T03:32:00.757Z,6800743b11220d5a035da621,-2123692267,54,58,0,0,0.0,0.0,0,false,
2025-04-17T03:32:00.757Z,6800743b11220d5a035da621,-126050620,84,84,0,12,0.0,0.0,0,false,
2025-04-17T03:32:00.757Z,6800743b11220d5a035da621,-169819262,44,44,0,0,0.0,0.0,0,false,
2025-04-17T03:32:00.757Z,6800743b11220d5a035da621,854840755,13,12,1,3,0.0,0.0,1512,false,"0,61"
2025-04-17T03:32:00.757Z,6800743b11220d5a035da621,-905435322,85,86,0,13,0.0,0.0,0,false,
2025-04-17T03:32:00.757Z,6800743b11220d5a035da621,-724941245,33,27,6,21,0.0,0.0,0,false,
2025-04-17T03:32:00.757Z,6800743b11220d5a035da621,-1376818555,20,16,4,1,1.5,129.78,52,false,"0,1;3,1"
2025-04-17T03:32:00.757Z,6800743b11220d5a035da621,1708293353,19,16,3,3,0.0,0.0,84,false,"0,3"
2025-04-17T03:32:00.757Z,6800743b11220d5a035da621,1397009346,34,34,0,0,0.0,0.0,979,false,
2025-04-17T03:32:00.757Z,6800743b11220d5a035da621,-2019703491,30,30,0,1,0.0,0.0,979,false,
2025-04-17T03:32:00.757Z,6800743b11220d5a035da621,984027626,12,12,0,1,0.0,0.0,975,false,"0,39"
2025-04-17T03:32:00.757Z,6800743b11220d5a035da621,885468416,41,41,0,1,0.0,0.0,979,false,
2025-04-17T03:33:00.535Z,6800743b11220d5a035da621,-1042895084,20,18,2,0,0.0,0.0,370,false,"0,15"
2025-04-17T03:33:00.535Z,6800743b11220d5a035da621,1877147528,37,43,0,0,0.0,0.0,0,false,
2025-04-17T03:33:00.535Z,6800743b11220d5a035da621,60241608,31,27,4,6,0.0,0.0,0,false,
2025-04-17T03:33:00.535Z,6800743b11220d5a035da621,-255119202,33,32,1,2,0.0,0.0,75,false,"0,3"
2025-04-17T03:33:00.535Z,6800743b11220d5a035da621,-1071645679,33,34,0,1,0.0,0.0,0,false,
2025-04-17T03:33:00.535Z,6800743b11220d5a035da621,1537688405,56,58,0,0,0.0,0.0,0,false,
2025-04-17T03:33:00.535Z,6800743b11220d5a035da621,880992861,36,36,0,9,0.0,0.0,0,false,
2025-04-17T03:33:00.535Z,6800743b11220d5a035da621,145270064,20,15,5,4,0.0,36.56,1111,false,"0,40"
2025-04-17T03:33:00.535Z,6800743b11220d5a035da621,-1597492084,41,41,0,28,0.0,0.0,0,false,
2025-04-17T03:33:00.535Z,6800743b11220d5a035da621,1274388454,84,91,0,0,0.0,0.0,0,false,
2025-04-17T03:33:00.535Z,6800743b11220d5a035da621,-1730567285,72,80,0,0,0.0,0.0,0,false,
2025-04-17T03:33:00.535Z,6800743b11220d5a035da621,-1187825648,17,17,0,0,0.0,17.9,37,false,"0,1"
2025-04-17T03:33:00.535Z,6800743b11220d5a035da621,-121630253,13,12,1,5,0.02,158.59,2479,false,"0,94;1,2"
2025-04-17T03:33:00.535Z,6800743b11220d5a035da621,-907774907,52,40,12,5,1.36,199.74,340,false,"0,2;1,7;3,2;2,3"
2025-04-17T03:33:00.535Z,6800743b11220d5a035da621,1538642990,31,30,1,0,0.5,108.54,73,false,"0,1;1,1"
2025-04-17T03:33:00.535Z,6800743b11220d5a035da621,-1602284578,26,24,2,1,0.2,0.0,150,false,"0,4;1,1"
2025-04-17T03:33:00.535Z,6800743b11220d5a035da621,351295367,33,32,1,0,0.0,166.25,149,false,
2025-04-17T03:33:00.535Z,6800743b11220d5a035da621,-2123692267,54,58,0,0,0.0,0.0,0,false,
2025-04-17T03:33:00.535Z,6800743b11220d5a035da621,-126050620,84,84,0,12,0.0,0.0,0,false,
2025-04-17T03:33:00.535Z,6800743b11220d5a035da621,-169819262,44,44,0,0,0.0,0.0,0,false,
2025-04-17T03:33:00.535Z,6800743b11220d5a035da621,854840755,13,12,1,3,0.0,0.0,1615,false,"0,57"
2025-04-17T03:33:00.535Z,6800743b11220d5a035da621,-905435322,85,86,0,13,0.0,0.0,0,false,
2025-04-17T03:33:00.535Z,6800743b11220d5a035da621,-724941245,33,27,6,21,0.0,0.0,14,false,
2025-04-17T03:33:00.535Z,6800743b11220d5a035da621,-1376818555,18,16,2,1,1.0,129.91,43,false,"0,2;3,1"
2025-04-17T03:33:00.535Z,6800743b11220d5a035da621,1708293353,19,16,3,3,0.0,0.0,42,false,"0,3"
2025-04-17T03:33:00.535Z,6800743b11220d5a035da621,1397009346,34,34,0,1,0.0,0.0,1029,false,
2025-04-17T03:33:00.535Z,6800743b11220d5a035da621,-2019703491,30,30,0,1,0.0,0.0,1029,false,
